         #betas            mean        mean_std        skewness    skewness_std        kurtosis    kurtosis_std
    4.988000000     1.029848569     0.004798896    -0.318991309     0.045222452     1.778532815     0.047379270
    4.988050000     1.028340454     0.004791866    -0.306850453     0.045097255     1.768753096     0.046542007
    4.988100000     1.026829348     0.004784807    -0.294714076     0.044976101     1.759380200     0.045732092
    4.988150000     1.025315402     0.004777723    -0.282582472     0.044858972     1.750413315     0.044950036
    4.988200000     1.023798766     0.004770615    -0.270455926     0.044745848     1.741851619     0.044196375
    4.988250000     1.022279595     0.004763487    -0.258334722     0.044636709     1.733694292     0.043471670
    4.988300000     1.020758040     0.004756340    -0.246219139     0.044531536     1.725940509     0.042776503
    4.988350000     1.019234258     0.004749179    -0.234109453     0.044430310     1.718589445     0.042111474
    4.988400000     1.017708404     0.004742005    -0.222005936     0.044333014     1.711640272     0.041477198
    4.988450000     1.016180635     0.004734821    -0.209908859     0.044239630     1.705092161     0.040874302
    4.988500000     1.014651108     0.004727631    -0.197818487     0.044150139     1.698944282     0.040303416
    4.988550000     1.013119983     0.004720436    -0.185735086     0.044064526     1.693195807     0.039765175
    4.988600000     1.011587418     0.004713240    -0.173658917     0.043982774     1.687845908     0.039260205
    4.988650000     1.010053573     0.004706046    -0.161590241     0.043904865     1.682893754     0.038789122
    4.988700000     1.008518609     0.004698856    -0.149529315     0.043830784     1.678338519     0.038352524
    4.988750000     1.006982687     0.004691673    -0.137476398     0.043760515     1.674179376     0.037950982
    4.988800000     1.005445967     0.004684501    -0.125431743     0.043694044     1.670415499     0.037585037
    4.988850000     1.003908611     0.004677341    -0.113395605     0.043631354     1.667046062     0.037255186
    4.988900000     1.002370782     0.004670197    -0.101368239     0.043572430     1.664070245     0.036961880
    4.988950000     1.000832641     0.004663072    -0.089349897     0.043517260     1.661487224     0.036705514
    4.989000000     0.999294350     0.004655968    -0.077340832     0.043465827     1.659296181     0.036486422
    4.989050000     0.997756072     0.004648888    -0.065341296     0.043418119     1.657496296     0.036304870
    4.989100000     0.996217967     0.004641834    -0.053351542     0.043374122     1.656086749     0.036161049
    4.989150000     0.994680199     0.004634811    -0.041371823     0.043333822     1.655066726     0.036055076
    4.989200000     0.993142929     0.004627819    -0.029402393     0.043297205     1.654435418     0.035986983
    4.989250000     0.991606317     0.004620862    -0.017443505     0.043264260     1.654192004     0.035956721
    4.989300000     0.990070524     0.004613943    -0.005495417     0.043234974     1.654335671     0.035964158
    4.989350000     0.988535712     0.004607064     0.006441617     0.043209334     1.654865611     0.036009079
    4.989400000     0.987002039     0.004600227     0.018367337     0.043187327     1.655781007     0.036091187
    4.989450000     0.985469664     0.004593435     0.030281483     0.043168942     1.657081051     0.036210108
    4.989500000     0.983938747     0.004586690     0.042183794     0.043154168     1.658764930     0.036365394
    4.989550000     0.982409444     0.004579994     0.054074006     0.043142992     1.660831827     0.036556530
    4.989600000     0.980881912     0.004573351     0.065951852     0.043135404     1.663280933     0.036782938
    4.989650000     0.979356307     0.004566762     0.077817063     0.043131391     1.666111427     0.037043985
    4.989700000     0.977832783     0.004560228     0.089669369     0.043130944     1.669322491     0.037338991
    4.989750000     0.976311495     0.004553753     0.101508493     0.043134050     1.672913308     0.037667237
    4.989800000     0.974792593     0.004547339     0.113334158     0.043140701     1.676883054     0.038027968
    4.989850000     0.973276231     0.004540986     0.125146083     0.043150884     1.681230897     0.038420408
    4.989900000     0.971762556     0.004534698     0.136943984     0.043164591     1.685956006     0.038843762
    4.989950000     0.970251719     0.004528475     0.148727570     0.043181810     1.691057547     0.039297224
    4.990000000     0.968743865     0.004522320     0.160496551     0.043202533     1.696534670     0.039779985
    4.990050000     0.967239140     0.004516234     0.172250628     0.043226748     1.702386532     0.040291238
    4.990100000     0.965737689     0.004510218     0.183989502     0.043254446     1.708612279     0.040830184
    4.990150000     0.964239652     0.004504275     0.195712866     0.043285619     1.715211036     0.041396037
    4.990200000     0.962745172     0.004498405     0.207420409     0.043320255     1.722181939     0.041988025
    4.990250000     0.961254386     0.004492610     0.219111818     0.043358347     1.729524108     0.042605400
    4.990300000     0.959767432     0.004486891     0.230786771     0.043399885     1.737236638     0.043247434
    4.990350000     0.958284445     0.004481249     0.242444943     0.043444859     1.745318633     0.043913426
    4.990400000     0.956805558     0.004475685     0.254086003     0.043493262     1.753769176     0.044602705
    4.990450000     0.955330902     0.004470201     0.265709615     0.043545084     1.762587337     0.045314623
    4.990500000     0.953860607     0.004464796     0.277315438     0.043600316     1.771772167     0.046048569
    4.990550000     0.952394799     0.004459473     0.288903122     0.043658950     1.781322719     0.046803956
    4.990600000     0.950933604     0.004454230     0.300472313     0.043720978     1.791238009     0.047580233
    4.990650000     0.949477144     0.004449070     0.312022654     0.043786391     1.801517049     0.048376878
    4.990700000     0.948025541     0.004443993     0.323553777     0.043855181     1.812158819     0.049193397
    4.990750000     0.946578912     0.004438999     0.335065308     0.043927339     1.823162308     0.050029329
    4.990800000     0.945137374     0.004434088     0.346556869     0.044002859     1.834526452     0.050884242
    4.990850000     0.943701040     0.004429262     0.358028075     0.044081730     1.846250198     0.051757731
    4.990900000     0.942270024     0.004424519     0.369478532     0.044163947     1.858332432     0.052649421
    4.990950000     0.940844432     0.004419861     0.380907843     0.044249501     1.870772046     0.053558960
    4.991000000     0.939424373     0.004415287     0.392315598     0.044338384     1.883567909     0.054486025
