N_sigma,mass,beta,mmd_mean,mmd_std,mmd_run1,mmd_run2,mmd_run3,mmd_run4,mmd_run5,mmd_run6,mmd_run7,mmd_run8,mmd_run9,mmd_run10,mmd_run11,mmd_run12,mmd_run13,mmd_run14,mmd_run15,mmd_run16,mmd_run17,mmd_run18,mmd_run19,mmd_run20
16.0,0.08,4.98,0.0016153230564668775,0.0003203525242088694,0.002587840659543872,0.0017504878342151642,0.0018112960970029235,0.0012256773188710213,0.0017469754675403237,0.0015731733292341232,0.002087016124278307,0.0015159171307459474,0.0015678247436881065,0.001437411643564701,0.001441240543499589,0.0015872210497036576,0.001849390217103064,0.0012164207873865962,0.00121853977907449,0.0013065091334283352,0.0014689679956063628,0.001390561694279313,0.001767543377354741,0.0017564462032169104
16.0,0.08,4.979,0.0012395066922181285,0.00045596175678764466,0.0004662223218474537,0.0011340740602463484,0.0010696416720747948,0.0019017907325178385,0.0012742145918309689,0.0006087021320126951,0.0015104515478014946,0.0012503163889050484,0.0013836344005540013,0.0009180315537378192,0.0017436242196708918,0.001100878114812076,0.0007958908681757748,0.0014892382314428687,0.001880431780591607,0.0012592717539519072,0.0009744057315401733,0.002318744082003832,0.0009285098640248179,0.0007820597966201603
16.0,0.08,4.978,0.0004181842385150958,0.00018385504359019365,0.0004415816511027515,0.00038168203900568187,0.0002586045884527266,0.0008163268794305623,0.00025064751389436424,0.00036600633757188916,0.0003300602547824383,0.000593731296248734,0.0001809312088880688,0.00032221476431004703,0.00022755481768399477,0.0002999374410137534,0.0002030036848736927,0.00037638520007021725,0.0008758432231843472,0.0004641848208848387,0.00044324807822704315,0.0005540018319152296,0.0003985626681242138,0.0005791764706373215
8.0,0.08,4.982,0.0002519421606848482,9.60157710516928e-05,0.00021075832773931324,0.00021112538524903357,0.0002700905897654593,0.00014659731823485345,0.00033626146614551544,0.0004797441069968045,0.00020953330385964364,0.00046206219121813774,0.00018272173474542797,0.00028691213810816407,0.00014865596313029528,0.00015993507986422628,0.00022689106117468327,0.0002975551469717175,0.0003702285175677389,0.00011029007146134973,0.0002456586516927928,0.00022569212887901813,0.00020725818467326462,0.00025087184621952474
8.0,0.08,4.98,0.00018088819124386645,6.193499472558342e-05,0.00025502685457468033,0.0001611393818166107,0.0001280249416595325,0.0003474546829238534,0.00011272834672126919,0.00017425656551495194,0.0001929972058860585,7.489460404030979e-05,0.0002142420707968995,0.00013452619896270335,0.00020542589481920004,0.00018133697449229658,0.0001710032083792612,0.00010652940545696765,0.00013749467325396836,0.00014345745148602873,0.00018694177560973912,0.00022399533190764487,0.00018791730690281838,0.00027837094967253506
8.0,0.08,4.978,0.00023253495746757835,5.652816982746062e-05,0.00020898315415252,0.00016738963313400745,0.0002373499155510217,0.0002062281419057399,0.00023713335394859314,0.000316814286634326,0.00025440394529141486,0.000317787635140121,0.00013859852333553135,0.0002846062125172466,0.00023250948288477957,0.0003016044502146542,0.00015518601867370307,0.00030436611268669367,0.000292246782919392,0.0002657927689142525,0.00016240992408711463,0.00016879584291018546,0.0002094386873068288,0.00018905427714344114
8.0,0.08,4.976,0.00022418182670662644,0.00010376723486237331,0.00022333275410346687,0.0002290752890985459,0.000230949284741655,0.00022354430984705687,9.415560634806752e-05,0.00027206126833334565,8.780627831583843e-05,0.00016990011499729007,0.0001160873071057722,0.0001573329500388354,0.0005107375327497721,0.00028097728500142694,0.00021345666027627885,0.0002161165903089568,0.00012967239308636636,0.00018400303088128567,0.0001416182640241459,0.00030016788514330983,0.0002580496948212385,0.0004445920349098742
12.0,0.08,4.98,0.0002570939144789008,0.00011695798227956242,0.0005510371411219239,9.09650552785024e-05,0.0001570196618558839,0.0002337428304599598,0.00037617021007463336,0.00021191286214161664,0.00027507595950737596,0.0002815804327838123,0.00029715514392592013,0.00014578479749616235,0.00010966476838802919,0.00026805922971107066,0.0001863504439825192,0.00013963415403850377,0.00035458168713375926,0.00020381738431751728,0.00037784763844683766,0.00017543864669278264,0.00024069962091743946,0.00046534062130376697
12.0,0.08,4.979,0.00020583465666277335,8.362173757574196e-05,0.0003208670241292566,0.00015996239380910993,0.00012293535110075027,0.00014804791135247797,0.00018125411588698626,0.00012645759852603078,0.00020286973449401557,0.0002896561345551163,0.00037404883187264204,0.00019596455967985094,0.00013639037206303328,0.00019667546439450234,0.00040333872311748564,7.918533810880035e-05,0.00022508918482344598,0.00013845170906279236,0.0002181867603212595,0.000257544859778136,0.0001407852687407285,0.0001989817974390462
12.0,0.08,4.978,0.00023655367913306692,0.00011167881539460496,0.00019749972852878273,0.0003055983688682318,0.0002289959229528904,0.00021451839711517096,0.00015600693586748093,0.0002605757617857307,0.00025073043070733547,0.00041752838296815753,0.00032358686439692974,0.00021083692263346165,0.0002412788599031046,0.0005967658362351358,0.00026002770755439997,0.0001461055362597108,0.00015519179578404874,0.00020283674530219287,0.000155126370373182,0.00021593284327536821,0.0001233947550645098,6.853541708551347e-05
16.0,0.09,4.999,0.00017467654870415573,8.716259737852787e-05,0.0004268812481313944,0.00021977578580845147,0.00019185151904821396,0.00014325746451504529,9.16315839276649e-05,0.00016989900905173272,7.487256516469643e-05,0.00013610665337182581,0.00011593334056669846,0.00014589555212296546,0.00019782176241278648,0.00011370571155566722,0.00011751770216505975,0.00014497005031444132,0.00017517524247523397,0.0001648218894843012,0.0002183053584303707,6.97741488693282e-05,0.0003755145880859345,0.00019981979858130217
16.0,0.09,4.998,0.00011977210688201012,5.8694675472236275e-05,0.0002407804422546178,3.9990041841519997e-05,9.927900828188285e-05,0.0002194795524701476,0.00017887113790493459,8.694709686096758e-05,0.00014673444093205035,7.152111356845126e-05,6.896140257595107e-05,0.00010959585051750764,6.671654409728944e-05,8.869398152455688e-05,9.50087487581186e-05,0.00011163872841279954,0.00011927170271519572,0.0002449033490847796,0.00016052924911491573,7.519814244005829e-05,6.191597640281543e-05,0.00010940562788164243
