epoch,loss,val_loss
1,-1.652611494064331,-1.9702898263931274
2,-1.9880561828613281,-2.00581431388855
3,-2.0215396881103516,-2.0379719734191895
4,-2.0508646965026855,-2.065260648727417
5,-2.0791356563568115,-2.0941078662872314
6,-2.1044435501098633,-2.1129496097564697
7,-2.12422251701355,-2.1335153579711914
8,-2.139436960220337,-2.146285057067871
9,-2.1510274410247803,-2.154082775115967
10,-2.1600422859191895,-2.164020299911499
11,-2.1671690940856934,-2.1704230308532715
12,-2.173048496246338,-2.1762399673461914
13,-2.177936315536499,-2.1810405254364014
14,-2.1818227767944336,-2.183248519897461
15,-2.185356378555298,-2.187136650085449
16,-2.188202381134033,-2.1897928714752197
17,-2.1907711029052734,-2.192648410797119
18,-2.1928772926330566,-2.1945767402648926
19,-2.194892168045044,-2.196458101272583
20,-2.1968793869018555,-2.196406841278076
21,-2.198511838912964,-2.199504852294922
22,-2.200108289718628,-2.197951555252075
23,-2.201417922973633,-2.2018234729766846
24,-2.202979803085327,-2.2036876678466797
25,-2.203892230987549,-2.2046961784362793
26,-2.2052133083343506,-2.2054038047790527
27,-2.2060272693634033,-2.2060627937316895
28,-2.2071030139923096,-2.2073910236358643
29,-2.2078330516815186,-2.2088820934295654
30,-2.208876609802246,-2.2074968814849854
31,-2.2096593379974365,-2.210275411605835
32,-2.2103776931762695,-2.2107367515563965
33,-2.2113606929779053,-2.211928129196167
34,-2.211996078491211,-2.2123167514801025
35,-2.2126080989837646,-2.2133407592773438
36,-2.21340012550354,-2.212756395339966
37,-2.213794469833374,-2.2141549587249756
38,-2.2146098613739014,-2.2155556678771973
39,-2.215130567550659,-2.2154312133789062
40,-2.2160189151763916,-2.2164466381073
41,-2.216207504272461,-2.2165677547454834
42,-2.2169384956359863,-2.2161946296691895
43,-2.2172441482543945,-2.218031883239746
44,-2.217949628829956,-2.218665838241577
45,-2.2183470726013184,-2.2171902656555176
46,-2.2190072536468506,-2.217233419418335
47,-2.2194602489471436,-2.219182252883911
