epoch,loss,val_loss
1,-1.9003386497497559,-2.02921986579895
2,-2.063394069671631,-2.0951993465423584
3,-2.1146349906921387,-2.1338813304901123
4,-2.1448121070861816,-2.153534173965454
5,-2.16296124458313,-2.1679821014404297
6,-2.17490816116333,-2.1758346557617188
7,-2.183438539505005,-2.1828720569610596
8,-2.190040111541748,-2.189685344696045
9,-2.1950113773345947,-2.1937739849090576
10,-2.1992835998535156,-2.20206880569458
11,-2.2028465270996094,-2.204923629760742
12,-2.205387830734253,-2.20599627494812
13,-2.2079834938049316,-2.2107393741607666
14,-2.210017681121826,-2.212364435195923
15,-2.212063789367676,-2.2090907096862793
16,-2.2138824462890625,-2.2062478065490723
17,-2.2154667377471924,-2.2165029048919678
18,-2.2167460918426514,-2.2145402431488037
19,-2.218341827392578,-2.218329668045044
20,-2.2193830013275146,-2.2209811210632324
21,-2.2206435203552246,-2.222731828689575
22,-2.221851348876953,-2.222470760345459
23,-2.222837448120117,-2.2246553897857666
24,-2.2239372730255127,-2.225493907928467
25,-2.2248542308807373,-2.222088098526001
26,-2.225797653198242,-2.2267065048217773
27,-2.2266242504119873,-2.2227895259857178
28,-2.2273166179656982,-2.229464530944824
29,-2.2281222343444824,-2.2281124591827393
30,-2.2289958000183105,-2.2289955615997314
31,-2.2298223972320557,-2.2279467582702637
32,-2.2305877208709717,-2.2300992012023926
33,-2.2310903072357178,-2.2322795391082764
34,-2.2319817543029785,-2.2277281284332275
35,-2.2324774265289307,-2.2350058555603027
36,-2.233144521713257,-2.2347939014434814
37,-2.2338297367095947,-2.228642463684082
38,-2.234422445297241,-2.2342724800109863
39,-2.235055685043335,-2.2340450286865234
40,-2.2354865074157715,-2.2371633052825928
41,-2.2360446453094482,-2.234280824661255
42,-2.2368323802948,-2.2362143993377686
43,-2.2372379302978516,-2.2382805347442627
44,-2.2377398014068604,-2.2369861602783203
45,-2.238370656967163,-2.2378275394439697
46,-2.238886833190918,-2.237626791000366
47,-2.2391953468322754,-2.2409451007843018
48,-2.2397964000701904,-2.2411952018737793
49,-2.2403018474578857,-2.2408390045166016
50,-2.2405946254730225,-2.2418832778930664
51,-2.241299867630005,-2.2399306297302246
52,-2.2416701316833496,-2.240191698074341
53,-2.2421603202819824,-2.2428414821624756
54,-2.2425968647003174,-2.2420871257781982
55,-2.2431607246398926,-2.2429234981536865
56,-2.2433688640594482,-2.2413899898529053
57,-2.24397611618042,-2.238454818725586
58,-2.244198799133301,-2.244105577468872
59,-2.244701385498047,-2.246391773223877
60,-2.2451059818267822,-2.244544267654419
61,-2.245368480682373,-2.2471086978912354
62,-2.2458417415618896,-2.2470695972442627
63,-2.2462544441223145,-2.2458672523498535
64,-2.2466683387756348,-2.246691942214966
65,-2.2471742630004883,-2.2469675540924072
66,-2.247344970703125,-2.2480857372283936
67,-2.247748613357544,-2.248680830001831
68,-2.2479469776153564,-2.2496161460876465
69,-2.2485668659210205,-2.248582601547241
70,-2.2489476203918457,-2.2475433349609375
71,-2.2490482330322266,-2.2471539974212646
72,-2.249602794647217,-2.25075626373291
73,-2.2499046325683594,-2.249257802963257
74,-2.2502331733703613,-2.248377799987793
75,-2.2506892681121826,-2.2520124912261963
76,-2.2509231567382812,-2.2491745948791504
77,-2.2512598037719727,-2.253002643585205
78,-2.2515199184417725,-2.2495980262756348
79,-2.2520148754119873,-2.2472479343414307
80,-2.252310276031494,-2.251037359237671
81,-2.252628803253174,-2.2533037662506104
82,-2.2528116703033447,-2.2538704872131348
83,-2.253309488296509,-2.2524044513702393
84,-2.2535877227783203,-2.2521934509277344
85,-2.2538211345672607,-2.2544004917144775
86,-2.253929376602173,-2.252676486968994
87,-2.254492998123169,-2.2552008628845215
88,-2.254533529281616,-2.254446268081665
89,-2.254934549331665,-2.25551700592041
90,-2.255094528198242,-2.256255626678467
91,-2.255289316177368,-2.2569432258605957
92,-2.2556955814361572,-2.2560665607452393
93,-2.255911350250244,-2.2542145252227783
94,-2.2561678886413574,-2.255485773086548
95,-2.256446599960327,-2.258009672164917
96,-2.2567920684814453,-2.258021831512451
97,-2.257040023803711,-2.258336305618286
98,-2.2571938037872314,-2.2544946670532227
99,-2.257416009902954,-2.2563488483428955
100,-2.2577641010284424,-2.256338119506836
101,-2.2579755783081055,-2.255045175552368
102,-2.2582592964172363,-2.259791374206543
103,-2.2584874629974365,-2.257432222366333
104,-2.258718967437744,-2.258777379989624
105,-2.258922815322876,-2.2582387924194336
106,-2.2591686248779297,-2.2588367462158203
107,-2.259519100189209,-2.2609214782714844
108,-2.2594668865203857,-2.2599034309387207
109,-2.2597925662994385,-2.2611167430877686
110,-2.2600326538085938,-2.254183292388916
111,-2.260159969329834,-2.261234760284424
112,-2.2604193687438965,-2.260733127593994
113,-2.260591983795166,-2.2595102787017822
114,-2.260702610015869,-2.2578749656677246
115,-2.2609033584594727,-2.25891375541687
116,-2.2610669136047363,-2.2610440254211426
117,-2.261366128921509,-2.2618825435638428
118,-2.261481285095215,-2.260082483291626
119,-2.261796236038208,-2.2615299224853516
120,-2.2619271278381348,-2.262519359588623
121,-2.262049913406372,-2.2594757080078125
122,-2.2622029781341553,-2.263275146484375
123,-2.2624504566192627,-2.2626304626464844
124,-2.2626259326934814,-2.2628984451293945
125,-2.262669086456299,-2.2631635665893555
126,-2.2630434036254883,-2.2636656761169434
127,-2.2629220485687256,-2.262664318084717
128,-2.2632155418395996,-2.2634518146514893
129,-2.2632596492767334,-2.264148235321045
130,-2.2634525299072266,-2.2626543045043945
131,-2.2636706829071045,-2.2646238803863525
132,-2.263943672180176,-2.264521598815918
133,-2.263840436935425,-2.265146017074585
134,-2.2641892433166504,-2.261789321899414
135,-2.264251947402954,-2.260720729827881
136,-2.2644832134246826,-2.2647650241851807
137,-2.264616012573242,-2.2646663188934326
138,-2.264758825302124,-2.265564203262329
139,-2.2649450302124023,-2.2641897201538086
140,-2.2649784088134766,-2.2655317783355713
141,-2.2652268409729004,-2.2638018131256104
142,-2.265397548675537,-2.2661209106445312
143,-2.265615701675415,-2.266061544418335
144,-2.265592098236084,-2.265378713607788
145,-2.265886068344116,-2.26619291305542
146,-2.2660369873046875,-2.2657577991485596
147,-2.266216278076172,-2.2659523487091064
148,-2.266361951828003,-2.263648509979248
149,-2.2662453651428223,-2.2673003673553467
150,-2.2665903568267822,-2.2677712440490723
151,-2.266702651977539,-2.2677597999572754
152,-2.2667105197906494,-2.2674129009246826
153,-2.2669150829315186,-2.266305923461914
154,-2.267144203186035,-2.266054630279541
155,-2.2672765254974365,-2.266309976577759
156,-2.267367362976074,-2.2664690017700195
157,-2.267667055130005,-2.2678496837615967
158,-2.26784086227417,-2.2682547569274902
159,-2.2679624557495117,-2.2675693035125732
160,-2.2679755687713623,-2.268357992172241
161,-2.268082857131958,-2.267704486846924
162,-2.268162727355957,-2.268669843673706
163,-2.2682688236236572,-2.269017219543457
164,-2.2686049938201904,-2.266615152359009
165,-2.2687838077545166,-2.2682201862335205
166,-2.2688965797424316,-2.2684872150421143
167,-2.268817186355591,-2.269270420074463
168,-2.2690491676330566,-2.2699596881866455
169,-2.269284963607788,-2.2703025341033936
170,-2.269339084625244,-2.267871618270874
171,-2.2693145275115967,-2.270714044570923
172,-2.269505500793457,-2.2686240673065186
173,-2.2696568965911865,-2.2697978019714355
174,-2.2698140144348145,-2.269519567489624
175,-2.2699227333068848,-2.2701680660247803
176,-2.270026922225952,-2.2686007022857666
177,-2.270200490951538,-2.2712490558624268
178,-2.270334005355835,-2.2698254585266113
179,-2.270249605178833,-2.2707161903381348
180,-2.2705037593841553,-2.267573118209839
181,-2.2705345153808594,-2.2713215351104736
182,-2.2708747386932373,-2.271042823791504
183,-2.270897150039673,-2.2720835208892822
184,-2.2708778381347656,-2.270514726638794
185,-2.271113634109497,-2.2712602615356445
186,-2.271196126937866,-2.2718396186828613
187,-2.2711875438690186,-2.271718978881836
188,-2.271489143371582,-2.271869421005249
189,-2.2715072631835938,-2.271791934967041
190,-2.27162504196167,-2.2690258026123047
191,-2.2717020511627197,-2.2705814838409424
192,-2.271845817565918,-2.2720956802368164
193,-2.272068977355957,-2.2718493938446045
194,-2.2721123695373535,-2.271270513534546
195,-2.272228240966797,-2.2729074954986572
196,-2.272245407104492,-2.272876501083374
197,-2.2723445892333984,-2.270019769668579
198,-2.272411346435547,-2.2723052501678467
199,-2.2726144790649414,-2.273975133895874
200,-2.272791862487793,-2.273148775100708
201,-2.2728395462036133,-2.271984577178955
202,-2.272881507873535,-2.2731988430023193
203,-2.273064374923706,-2.2732229232788086
204,-2.2730767726898193,-2.272949695587158
205,-2.2731597423553467,-2.274163007736206
206,-2.273257255554199,-2.2724733352661133
