epoch,loss,val_loss
1,-1.8121265172958374,-2.001791000366211
2,-2.031146764755249,-2.060410737991333
3,-2.083291530609131,-2.1033616065979004
4,-2.1205830574035645,-2.1356992721557617
5,-2.1455442905426025,-2.15486216545105
6,-2.16162109375,-2.166761875152588
7,-2.1725852489471436,-2.1772472858428955
8,-2.1806418895721436,-2.18347430229187
9,-2.1865484714508057,-2.1900649070739746
10,-2.1913228034973145,-2.1930620670318604
11,-2.1950325965881348,-2.1963279247283936
12,-2.198354959487915,-2.198920965194702
13,-2.201014757156372,-2.2016243934631348
14,-2.2033140659332275,-2.205050230026245
15,-2.205470085144043,-2.2049944400787354
16,-2.20729398727417,-2.2085084915161133
17,-2.209056854248047,-2.2091641426086426
18,-2.210852861404419,-2.2100071907043457
19,-2.2120256423950195,-2.2114434242248535
20,-2.2136456966400146,-2.2156319618225098
21,-2.2146248817443848,-2.215118646621704
22,-2.2161600589752197,-2.214317798614502
23,-2.2172648906707764,-2.2157249450683594
24,-2.218262195587158,-2.218169689178467
25,-2.219398260116577,-2.219900608062744
26,-2.220266103744507,-2.2219502925872803
27,-2.221362590789795,-2.221644639968872
28,-2.222346782684326,-2.223252534866333
29,-2.2230076789855957,-2.2229959964752197
30,-2.2237753868103027,-2.225253105163574
31,-2.224614143371582,-2.225454092025757
32,-2.225409746170044,-2.2238869667053223
33,-2.2261087894439697,-2.226879119873047
34,-2.226832866668701,-2.2258353233337402
35,-2.2275495529174805,-2.228548765182495
36,-2.228142023086548,-2.227604389190674
37,-2.228729009628296,-2.2286393642425537
38,-2.2296833992004395,-2.229937791824341
39,-2.230010747909546,-2.227951765060425
40,-2.23078989982605,-2.2299070358276367
41,-2.231234550476074,-2.2283480167388916
42,-2.2319767475128174,-2.2319068908691406
43,-2.232590436935425,-2.2329413890838623
44,-2.233128309249878,-2.233659029006958
45,-2.2335169315338135,-2.2322909832000732
46,-2.2341675758361816,-2.234297037124634
47,-2.2348270416259766,-2.233731985092163
48,-2.2352819442749023,-2.233802318572998
49,-2.235776901245117,-2.235499382019043
50,-2.2361669540405273,-2.2361385822296143
51,-2.2368004322052,-2.237362861633301
52,-2.2371578216552734,-2.2376062870025635
53,-2.2377469539642334,-2.237846612930298
54,-2.2382619380950928,-2.239292621612549
55,-2.238351345062256,-2.2383532524108887
56,-2.2391483783721924,-2.238784074783325
57,-2.239326238632202,-2.238872766494751
58,-2.2398922443389893,-2.238821268081665
59,-2.240262746810913,-2.2414658069610596
60,-2.240555763244629,-2.2390003204345703
61,-2.2408928871154785,-2.2414207458496094
62,-2.241382598876953,-2.2416043281555176
63,-2.2417986392974854,-2.240790843963623
64,-2.2421369552612305,-2.2419841289520264
65,-2.24232816696167,-2.2430708408355713
66,-2.2425718307495117,-2.2431554794311523
67,-2.2432260513305664,-2.24344801902771
68,-2.2433981895446777,-2.243403196334839
69,-2.2438313961029053,-2.2446811199188232
70,-2.244004726409912,-2.2450859546661377
71,-2.2443363666534424,-2.2450969219207764
72,-2.244647979736328,-2.2456841468811035
73,-2.2448201179504395,-2.24517822265625
74,-2.245206356048584,-2.245595693588257
75,-2.245671510696411,-2.2460105419158936
76,-2.2458560466766357,-2.2464044094085693
77,-2.2461020946502686,-2.2464425563812256
78,-2.2464959621429443,-2.247061252593994
79,-2.246751070022583,-2.2475383281707764
80,-2.2468454837799072,-2.247485399246216
81,-2.247145891189575,-2.247870922088623
82,-2.2473740577697754,-2.2464382648468018
83,-2.2477941513061523,-2.247062921524048
84,-2.2479050159454346,-2.2487099170684814
85,-2.248352289199829,-2.2481679916381836
86,-2.248502254486084,-2.249191999435425
87,-2.2485809326171875,-2.2495925426483154
88,-2.2488269805908203,-2.2491235733032227
89,-2.2492523193359375,-2.2492969036102295
90,-2.2494726181030273,-2.249971866607666
91,-2.2497129440307617,-2.2487611770629883
92,-2.2500128746032715,-2.250204563140869
93,-2.2500247955322266,-2.247939109802246
94,-2.250514030456543,-2.2504560947418213
95,-2.2505688667297363,-2.249451160430908
96,-2.2509748935699463,-2.248750925064087
97,-2.251054048538208,-2.249997615814209
98,-2.2513251304626465,-2.2503254413604736
99,-2.2514357566833496,-2.249183177947998
100,-2.2517592906951904,-2.250774621963501
101,-2.252110004425049,-2.2526662349700928
102,-2.2521305084228516,-2.252140522003174
103,-2.2526562213897705,-2.251004219055176
104,-2.2525689601898193,-2.253392457962036
105,-2.2528634071350098,-2.2534868717193604
106,-2.2531352043151855,-2.250049114227295
107,-2.253308057785034,-2.253309726715088
108,-2.2534594535827637,-2.25119686126709
109,-2.253735065460205,-2.253704786300659
110,-2.254016876220703,-2.254293918609619
111,-2.2541253566741943,-2.254303455352783
112,-2.254178285598755,-2.2535860538482666
113,-2.2545690536499023,-2.2530558109283447
114,-2.2547364234924316,-2.2547271251678467
115,-2.2549052238464355,-2.253469228744507
116,-2.254835844039917,-2.254462480545044
117,-2.2552177906036377,-2.2547504901885986
118,-2.255354404449463,-2.2551703453063965
119,-2.2556777000427246,-2.2556521892547607
120,-2.255885601043701,-2.255817174911499
121,-2.2560524940490723,-2.256477117538452
122,-2.2560341358184814,-2.2538812160491943
123,-2.2561936378479004,-2.2566797733306885
124,-2.2564635276794434,-2.2567458152770996
125,-2.25661301612854,-2.2567899227142334
126,-2.256774425506592,-2.256085157394409
127,-2.2570903301239014,-2.256784200668335
128,-2.257260322570801,-2.2564377784729004
129,-2.257385015487671,-2.2574636936187744
130,-2.2575953006744385,-2.2573211193084717
131,-2.2577948570251465,-2.258176565170288
132,-2.257887363433838,-2.257272481918335
133,-2.2580466270446777,-2.258256673812866
134,-2.2582478523254395,-2.256800889968872
135,-2.258469581604004,-2.2582039833068848
136,-2.258545160293579,-2.25878643989563
137,-2.258781909942627,-2.257363796234131
138,-2.2589035034179688,-2.259286403656006
139,-2.2590553760528564,-2.258906364440918
140,-2.259211540222168,-2.259843111038208
141,-2.2592360973358154,-2.258288860321045
142,-2.259345531463623,-2.259791135787964
143,-2.2596216201782227,-2.2600677013397217
144,-2.2596545219421387,-2.260110855102539
145,-2.259927749633789,-2.2603278160095215
146,-2.2600889205932617,-2.2604565620422363
147,-2.260178327560425,-2.260751247406006
148,-2.2602546215057373,-2.2602784633636475
149,-2.2604258060455322,-2.2604949474334717
150,-2.2605111598968506,-2.2594735622406006
151,-2.260789155960083,-2.2610368728637695
152,-2.260921001434326,-2.260831832885742
153,-2.2609431743621826,-2.259563684463501
154,-2.2611987590789795,-2.2606751918792725
155,-2.261152505874634,-2.2608158588409424
156,-2.261274576187134,-2.2615714073181152
157,-2.2614552974700928,-2.2616939544677734
158,-2.261587619781494,-2.26066255569458
159,-2.2617340087890625,-2.2608447074890137
160,-2.26182222366333,-2.261441707611084
161,-2.2618772983551025,-2.262232780456543
162,-2.261936664581299,-2.26234769821167
163,-2.2623369693756104,-2.263056755065918
164,-2.2622551918029785,-2.260768175125122
165,-2.262324810028076,-2.2624707221984863
166,-2.2626006603240967,-2.2617688179016113
167,-2.2626564502716064,-2.262859344482422
168,-2.2628464698791504,-2.262739419937134
169,-2.2630703449249268,-2.2634389400482178
170,-2.263094902038574,-2.2632951736450195
171,-2.2632651329040527,-2.262230396270752
172,-2.2632558345794678,-2.2632956504821777
173,-2.263310432434082,-2.2631919384002686
174,-2.263453960418701,-2.26427960395813
175,-2.26369047164917,-2.2630441188812256
176,-2.2638232707977295,-2.2642345428466797
177,-2.263807773590088,-2.2641420364379883
178,-2.2639901638031006,-2.260277509689331
179,-2.2641475200653076,-2.264370918273926
180,-2.2642221450805664,-2.2637319564819336
181,-2.2642648220062256,-2.2644031047821045
182,-2.2645554542541504,-2.2647628784179688
183,-2.2645397186279297,-2.2646684646606445
184,-2.2647244930267334,-2.2647275924682617
185,-2.2647581100463867,-2.264754295349121
186,-2.2649025917053223,-2.2648043632507324
187,-2.264996290206909,-2.2646663188934326
188,-2.265157699584961,-2.2651917934417725
189,-2.265164613723755,-2.264906644821167
190,-2.265296220779419,-2.2652359008789062
191,-2.2653725147247314,-2.264875650405884
192,-2.265371084213257,-2.2659285068511963
193,-2.2657246589660645,-2.266270637512207
194,-2.2656993865966797,-2.2662429809570312
195,-2.2659385204315186,-2.2663307189941406
196,-2.265916585922241,-2.265789747238159
197,-2.265986442565918,-2.264983892440796
198,-2.2662150859832764,-2.266663074493408
199,-2.2662620544433594,-2.2650158405303955
200,-2.266310691833496,-2.2665154933929443
201,-2.26633882522583,-2.267064094543457
202,-2.266653060913086,-2.2651455402374268
