epoch,loss,val_loss
1,-1.866905927658081,-2.008521318435669
2,-2.0521533489227295,-2.0883495807647705
3,-2.108328104019165,-2.1253278255462646
4,-2.1390199661254883,-2.150526285171509
5,-2.1576223373413086,-2.163604736328125
6,-2.170839548110962,-2.1770880222320557
7,-2.180508613586426,-2.181889772415161
8,-2.1873292922973633,-2.191457748413086
9,-2.1927883625030518,-2.1913139820098877
10,-2.19712233543396,-2.201186418533325
11,-2.2008278369903564,-2.2030625343322754
12,-2.2035951614379883,-2.201195478439331
13,-2.2063989639282227,-2.207010507583618
14,-2.208676815032959,-2.2083325386047363
15,-2.2106382846832275,-2.209602117538452
16,-2.212568521499634,-2.2129061222076416
17,-2.214240789413452,-2.215594530105591
18,-2.2156598567962646,-2.214512825012207
19,-2.217180013656616,-2.2188403606414795
20,-2.218480110168457,-2.219141721725464
21,-2.219787120819092,-2.219269275665283
22,-2.2207305431365967,-2.222043752670288
23,-2.2221462726593018,-2.222050905227661
24,-2.2230286598205566,-2.224118232727051
25,-2.22403621673584,-2.223630666732788
26,-2.224907636642456,-2.226641893386841
27,-2.2258007526397705,-2.2259418964385986
28,-2.2266414165496826,-2.2286388874053955
29,-2.227628707885742,-2.2264037132263184
30,-2.2280092239379883,-2.2290046215057373
31,-2.2291407585144043,-2.2293686866760254
32,-2.229874610900879,-2.2292027473449707
33,-2.23050594329834,-2.2314279079437256
34,-2.2312681674957275,-2.2302818298339844
35,-2.2318873405456543,-2.23126220703125
36,-2.232553243637085,-2.232292890548706
37,-2.233182907104492,-2.2346696853637695
38,-2.2337915897369385,-2.2342782020568848
39,-2.23449969291687,-2.235353708267212
40,-2.2349390983581543,-2.2345709800720215
41,-2.2354085445404053,-2.234415054321289
42,-2.2360799312591553,-2.236884355545044
43,-2.2366647720336914,-2.236084461212158
44,-2.2372775077819824,-2.2356860637664795
45,-2.2376656532287598,-2.2373154163360596
46,-2.238284111022949,-2.2397043704986572
47,-2.238760232925415,-2.2387399673461914
48,-2.2391622066497803,-2.238459825515747
49,-2.2397899627685547,-2.2391738891601562
50,-2.2401931285858154,-2.2416300773620605
51,-2.240675210952759,-2.239290475845337
52,-2.2410497665405273,-2.242105722427368
53,-2.241612434387207,-2.2421300411224365
54,-2.242115020751953,-2.243011474609375
55,-2.24237060546875,-2.2431044578552246
56,-2.2428200244903564,-2.2447714805603027
57,-2.2433269023895264,-2.244593858718872
58,-2.243786334991455,-2.2440907955169678
59,-2.2441928386688232,-2.2452402114868164
60,-2.2446138858795166,-2.2424185276031494
61,-2.2449769973754883,-2.2461280822753906
62,-2.2454285621643066,-2.2454464435577393
63,-2.2457621097564697,-2.2436277866363525
64,-2.246119260787964,-2.2445507049560547
65,-2.246511936187744,-2.245786428451538
66,-2.2470617294311523,-2.244373321533203
67,-2.2472476959228516,-2.2467312812805176
68,-2.2476978302001953,-2.249077081680298
69,-2.248041868209839,-2.247692108154297
70,-2.2483272552490234,-2.245514392852783
71,-2.248809814453125,-2.2494404315948486
72,-2.2490763664245605,-2.249633312225342
73,-2.2493722438812256,-2.25057053565979
74,-2.2495956420898438,-2.2491347789764404
75,-2.2499210834503174,-2.251422166824341
76,-2.2503182888031006,-2.2485227584838867
77,-2.2506887912750244,-2.2500081062316895
78,-2.250962018966675,-2.251873016357422
79,-2.2513294219970703,-2.2518577575683594
80,-2.251546621322632,-2.2515969276428223
81,-2.2517621517181396,-2.252394437789917
82,-2.252054452896118,-2.250901222229004
83,-2.25235652923584,-2.253962993621826
84,-2.252606153488159,-2.24953031539917
85,-2.2529311180114746,-2.254120349884033
86,-2.253281831741333,-2.253070592880249
87,-2.253471612930298,-2.254178524017334
88,-2.253854990005493,-2.251152992248535
89,-2.2541399002075195,-2.253197193145752
90,-2.2542853355407715,-2.2537078857421875
91,-2.2543766498565674,-2.2519755363464355
92,-2.2546839714050293,-2.2559757232666016
93,-2.255078077316284,-2.2551987171173096
94,-2.2554550170898438,-2.254748582839966
95,-2.255563259124756,-2.2566428184509277
96,-2.255828619003296,-2.2551944255828857
97,-2.256074905395508,-2.257561445236206
98,-2.2562756538391113,-2.255457639694214
99,-2.2565948963165283,-2.258537769317627
100,-2.2567827701568604,-2.2567739486694336
101,-2.256990432739258,-2.2569687366485596
102,-2.2571487426757812,-2.2568819522857666
103,-2.2572717666625977,-2.2558600902557373
104,-2.2576327323913574,-2.257294178009033
105,-2.2578842639923096,-2.257972240447998
106,-2.2581698894500732,-2.258547067642212
107,-2.258195161819458,-2.2584497928619385
108,-2.2584869861602783,-2.259538173675537
109,-2.2587199211120605,-2.2590713500976562
110,-2.258913040161133,-2.258436918258667
111,-2.2590339183807373,-2.2604124546051025
112,-2.2592523097991943,-2.259523391723633
113,-2.259277582168579,-2.2590620517730713
114,-2.2595744132995605,-2.2596516609191895
115,-2.2598583698272705,-2.2591097354888916
116,-2.2600324153900146,-2.2590205669403076
117,-2.2601633071899414,-2.261516809463501
118,-2.260300636291504,-2.2608747482299805
119,-2.260733127593994,-2.2604339122772217
120,-2.2607221603393555,-2.2611119747161865
121,-2.2609896659851074,-2.2601377964019775
122,-2.2610418796539307,-2.260831832885742
123,-2.261253833770752,-2.2611405849456787
124,-2.2614145278930664,-2.26123046875
125,-2.2616922855377197,-2.261957883834839
126,-2.2618143558502197,-2.261807441711426
127,-2.2619855403900146,-2.2613799571990967
128,-2.2621378898620605,-2.2626218795776367
129,-2.2623353004455566,-2.2621214389801025
