epoch,loss,val_loss
1,-1.7361373901367188,-2.0239531993865967
2,-2.0357682704925537,-2.0501668453216553
3,-2.061467170715332,-2.0742576122283936
4,-2.0845489501953125,-2.095459461212158
5,-2.104512929916382,-2.113218069076538
6,-2.12022066116333,-2.1266913414001465
7,-2.1329152584075928,-2.1385464668273926
8,-2.1431052684783936,-2.146637439727783
9,-2.1520140171051025,-2.156128406524658
10,-2.159503221511841,-2.1628217697143555
11,-2.166044235229492,-2.1675150394439697
12,-2.1713132858276367,-2.1741085052490234
13,-2.176273822784424,-2.1775166988372803
14,-2.1801137924194336,-2.1819307804107666
15,-2.183825731277466,-2.185577392578125
16,-2.1871631145477295,-2.1883902549743652
17,-2.189823865890503,-2.1903955936431885
18,-2.1925106048583984,-2.193875551223755
19,-2.1948153972625732,-2.196460008621216
20,-2.1967949867248535,-2.198010206222534
21,-2.1984755992889404,-2.1996214389801025
22,-2.2005622386932373,-2.200806140899658
23,-2.2020938396453857,-2.201885461807251
24,-2.2035632133483887,-2.2043280601501465
25,-2.204808235168457,-2.2054026126861572
26,-2.2058286666870117,-2.2066311836242676
27,-2.207231044769287,-2.2068846225738525
28,-2.208073616027832,-2.208757162094116
29,-2.2093820571899414,-2.2099592685699463
30,-2.210139036178589,-2.2107598781585693
31,-2.2111425399780273,-2.212230920791626
32,-2.211942195892334,-2.212437868118286
33,-2.2127535343170166,-2.21401309967041
34,-2.213684320449829,-2.2144134044647217
35,-2.2140440940856934,-2.2141335010528564
36,-2.2148168087005615,-2.2149758338928223
37,-2.215848445892334,-2.216750383377075
38,-2.21608304977417,-2.2173004150390625
39,-2.2170488834381104,-2.217867851257324
40,-2.2176778316497803,-2.218305826187134
41,-2.217984676361084,-2.217629909515381
42,-2.218773365020752,-2.213637351989746
43,-2.219247817993164,-2.218993902206421
44,-2.219726800918579,-2.2189369201660156
45,-2.2202236652374268,-2.219493865966797
46,-2.2210347652435303,-2.2215075492858887
47,-2.2213234901428223,-2.221414089202881
48,-2.2218637466430664,-2.2221436500549316
49,-2.2221949100494385,-2.2227158546447754
50,-2.222780704498291,-2.2227420806884766
51,-2.2231767177581787,-2.2231271266937256
52,-2.2235846519470215,-2.2247509956359863
53,-2.2240283489227295,-2.2248806953430176
54,-2.2243289947509766,-2.224900007247925
55,-2.2249252796173096,-2.2249271869659424
56,-2.2251155376434326,-2.2246012687683105
57,-2.225710391998291,-2.2236156463623047
58,-2.226105213165283,-2.227217197418213
59,-2.2263681888580322,-2.2263665199279785
60,-2.2268824577331543,-2.2268474102020264
61,-2.2273566722869873,-2.2273523807525635
62,-2.227670907974243,-2.228433847427368
63,-2.2281579971313477,-2.227970838546753
64,-2.228348970413208,-2.2281112670898438
65,-2.2286932468414307,-2.228928327560425
66,-2.229022979736328,-2.2285239696502686
67,-2.2294416427612305,-2.2296829223632812
68,-2.2299230098724365,-2.2306134700775146
69,-2.2300302982330322,-2.230281352996826
70,-2.2305190563201904,-2.229616641998291
71,-2.230695962905884,-2.2309882640838623
72,-2.230999708175659,-2.231421709060669
73,-2.2314813137054443,-2.2313942909240723
74,-2.2318787574768066,-2.231628179550171
75,-2.2321722507476807,-2.231872081756592
76,-2.2324204444885254,-2.233401298522949
77,-2.232837200164795,-2.2331795692443848
78,-2.2329373359680176,-2.233149290084839
79,-2.2332520484924316,-2.232121229171753
80,-2.233790397644043,-2.2326338291168213
81,-2.2340874671936035,-2.2344374656677246
82,-2.234252691268921,-2.2347981929779053
83,-2.2344789505004883,-2.2353477478027344
84,-2.235001802444458,-2.2354421615600586
85,-2.234675884246826,-2.23595929145813
86,-2.235222101211548,-2.2351834774017334
87,-2.2358033657073975,-2.2349650859832764
