# seed  amc
1	0.0813641598
2	0.0814746805
3	0.0814910610
4	0.0815349008
5	0.0814352876
6	0.0816484625
7	0.0814362357
8	0.0814579060
9	0.0817289402
10	0.0816181606
11	0.0813813885
12	0.0814916045
13	0.0812740484
14	0.0813932320
15	0.0816743764
16	0.0817262722
17	0.0814244848
18	0.0813257321
19	0.0815642655
20	0.0816537349
